a,b,lat1,long1,lat2,long2
41,12,21.01,105.8,28.66,77.13
17,29,31.9,35.98,14.62,121
35,20,13.72,100.58,42.79,74.58
42,26,15.4,44.19,27.72,85.32
34,4,38.6,68.79,26.19,50.5
29,24,14.62,121,48.03,106.95
39,27,24.44,54.39,23.5,58.57
1,10,34.49,69.17,35.17,33.33
14,30,33.37,44.37,25.22,51.5
9,35,39.92,116.33,13.72,100.58
42,20,15.4,44.19,42.79,74.58
32,4,1.29,103.86,26.19,50.5
20,37,42.79,74.58,39.91,32.79
6,37,27.48,89.54,39.91,32.79
17,41,31.9,35.98,21.01,105.8
3,18,40.41,49.95,51.17,71.34
25,33,19.75,96.1,6.9,79.91
4,37,26.19,50.5,39.91,32.79
15,26,31.23,34.78,27.72,85.32
39,4,24.44,54.39,26.19,50.5
39,32,24.44,54.39,1.29,103.86
25,33,19.75,96.1,6.9,79.91
41,29,21.01,105.8,14.62,121
28,28,33.7,73.01,33.7,73.01
29,30,14.62,121,25.22,51.5
17,21,31.9,35.98,33.8,35.52
31,6,24.58,46.71,27.48,89.54
38,20,37.92,58.41,42.79,74.58
42,42,15.4,44.19,15.4,44.19
1,40,34.49,69.17,41.24,69.3
19,1,29.31,47.96,34.49,69.17
42,4,15.4,44.19,26.19,50.5
42,35,15.4,44.19,13.72,100.58
15,22,31.23,34.78,3.07,101.66
17,27,31.9,35.98,23.5,58.57
7,29,4.88,114.85,14.62,121
1,5,34.49,69.17,23.8,90.44
25,38,19.75,96.1,37.92,58.41
16,11,35.68,139.68,41.68,44.8
19,17,29.31,47.96,31.9,35.98
1,20,34.49,69.17,42.79,74.58
37,31,39.91,32.79,24.58,46.71
42,38,15.4,44.19,37.92,58.41
22,37,3.07,101.66,39.91,32.79
33,2,6.9,79.91,40.18,44.47
18,42,51.17,71.34,15.4,44.19
8,42,11.56,104.9,15.4,44.19
5,24,23.8,90.44,48.03,106.95
38,28,37.92,58.41,33.7,73.01
35,23,13.72,100.58,4.14,73.46
31,2,24.58,46.71,40.18,44.47
2,38,40.18,44.47,37.92,58.41
12,38,28.66,77.13,37.92,58.41
11,15,41.68,44.8,31.23,34.78
28,14,33.7,73.01,33.37,44.37
14,34,33.37,44.37,38.6,68.79
24,7,48.03,106.95,4.88,114.85
5,23,23.8,90.44,4.14,73.46
22,25,3.07,101.66,19.75,96.1
33,23,6.9,79.91,4.14,73.46
29,36,14.62,121,-8.65,125.6
42,21,15.4,44.19,33.8,35.52
4,43,26.19,50.5,#N/A,#N/A
24,43,48.03,106.95,#N/A,#N/A
5,13,23.8,90.44,-6.18,106.77
37,12,39.91,32.79,28.66,77.13
27,29,23.5,58.57,14.62,121
33,30,6.9,79.91,25.22,51.5
35,11,13.72,100.58,41.68,44.8
40,11,41.24,69.3,41.68,44.8
34,2,38.6,68.79,40.18,44.47
21,40,33.8,35.52,41.24,69.3
29,29,14.62,121,14.62,121
13,20,-6.18,106.77,42.79,74.58
38,19,37.92,58.41,29.31,47.96
8,8,11.56,104.9,11.56,104.9
31,7,24.58,46.71,4.88,114.85
31,2,24.58,46.71,40.18,44.47
4,23,26.19,50.5,4.14,73.46
38,26,37.92,58.41,27.72,85.32
28,34,33.7,73.01,38.6,68.79
12,38,28.66,77.13,37.92,58.41
29,43,14.62,121,#N/A,#N/A
18,16,51.17,71.34,35.68,139.68
24,19,48.03,106.95,29.31,47.96
41,17,21.01,105.8,31.9,35.98
32,42,1.29,103.86,15.4,44.19
19,38,29.31,47.96,37.92,58.41
30,2,25.22,51.5,40.18,44.47
22,29,3.07,101.66,14.62,121
7,8,4.88,114.85,11.56,104.9
19,20,29.31,47.96,42.79,74.58
10,19,35.17,33.33,29.31,47.96
8,11,11.56,104.9,41.68,44.8
40,36,41.24,69.3,-8.65,125.6
17,22,31.9,35.98,3.07,101.66
4,21,26.19,50.5,33.8,35.52
40,10,41.24,69.3,35.17,33.33
40,39,41.24,69.3,24.44,54.39
27,26,23.5,58.57,27.72,85.32
39,30,24.44,54.39,25.22,51.5
17,17,31.9,35.98,31.9,35.98
10,32,35.17,33.33,1.29,103.86
4,42,26.19,50.5,15.4,44.19
21,18,33.8,35.52,51.17,71.34
33,41,6.9,79.91,21.01,105.8
17,39,31.9,35.98,24.44,54.39
41,1,21.01,105.8,34.49,69.17
29,1,14.62,121,34.49,69.17
35,31,13.72,100.58,24.58,46.71
31,9,24.58,46.71,39.92,116.33
37,26,39.91,32.79,27.72,85.32
22,2,3.07,101.66,40.18,44.47
42,10,15.4,44.19,35.17,33.33
20,10,42.79,74.58,35.17,33.33
23,17,4.14,73.46,31.9,35.98
2,4,40.18,44.47,26.19,50.5
34,5,38.6,68.79,23.8,90.44
42,26,15.4,44.19,27.72,85.32
17,13,31.9,35.98,-6.18,106.77
27,4,23.5,58.57,26.19,50.5
23,43,4.14,73.46,#N/A,#N/A
38,20,37.92,58.41,42.79,74.58
21,33,33.8,35.52,6.9,79.91
18,2,51.17,71.34,40.18,44.47
12,9,28.66,77.13,39.92,116.33
28,4,33.7,73.01,26.19,50.5
31,43,24.58,46.71,#N/A,#N/A
16,14,35.68,139.68,33.37,44.37
12,43,28.66,77.13,#N/A,#N/A
40,13,41.24,69.3,-6.18,106.77
17,28,31.9,35.98,33.7,73.01
23,5,4.14,73.46,23.8,90.44
20,29,42.79,74.58,14.62,121
5,43,23.8,90.44,#N/A,#N/A
3,11,40.41,49.95,41.68,44.8
28,2,33.7,73.01,40.18,44.47
39,32,24.44,54.39,1.29,103.86
6,28,27.48,89.54,33.7,73.01
5,13,23.8,90.44,-6.18,106.77
41,12,21.01,105.8,28.66,77.13
15,4,31.23,34.78,26.19,50.5
3,13,40.41,49.95,-6.18,106.77
22,38,3.07,101.66,37.92,58.41
35,29,13.72,100.58,14.62,121
14,25,33.37,44.37,19.75,96.1
3,32,40.41,49.95,1.29,103.86
4,17,26.19,50.5,31.9,35.98
31,19,24.58,46.71,29.31,47.96
1,36,34.49,69.17,-8.65,125.6
18,28,51.17,71.34,33.7,73.01
41,23,21.01,105.8,4.14,73.46
33,9,6.9,79.91,39.92,116.33
36,36,-8.65,125.6,-8.65,125.6
17,33,31.9,35.98,6.9,79.91
1,19,34.49,69.17,29.31,47.96
9,5,39.92,116.33,23.8,90.44
32,14,1.29,103.86,33.37,44.37
27,11,23.5,58.57,41.68,44.8
16,9,35.68,139.68,39.92,116.33
10,43,35.17,33.33,#N/A,#N/A
30,35,25.22,51.5,13.72,100.58
28,3,33.7,73.01,40.41,49.95
18,40,51.17,71.34,41.24,69.3
35,36,13.72,100.58,-8.65,125.6
42,12,15.4,44.19,28.66,77.13
1,28,34.49,69.17,33.7,73.01
9,42,39.92,116.33,15.4,44.19
2,28,40.18,44.47,33.7,73.01
22,41,3.07,101.66,21.01,105.8
18,8,51.17,71.34,11.56,104.9
13,37,-6.18,106.77,39.91,32.79
4,39,26.19,50.5,24.44,54.39
27,23,23.5,58.57,4.14,73.46
24,28,48.03,106.95,33.7,73.01
10,43,35.17,33.33,#N/A,#N/A
39,9,24.44,54.39,39.92,116.33
14,20,33.37,44.37,42.79,74.58
2,4,40.18,44.47,26.19,50.5
27,23,23.5,58.57,4.14,73.46
2,31,40.18,44.47,24.58,46.71
16,7,35.68,139.68,4.88,114.85
26,22,27.72,85.32,3.07,101.66
23,29,4.14,73.46,14.62,121
31,35,24.58,46.71,13.72,100.58
25,27,19.75,96.1,23.5,58.57
11,20,41.68,44.8,42.79,74.58
18,28,51.17,71.34,33.7,73.01
8,35,11.56,104.9,13.72,100.58
19,14,29.31,47.96,33.37,44.37
21,21,33.8,35.52,33.8,35.52
35,42,13.72,100.58,15.4,44.19
13,37,-6.18,106.77,39.91,32.79
29,14,14.62,121,33.37,44.37
35,25,13.72,100.58,19.75,96.1
34,35,38.6,68.79,13.72,100.58
27,10,23.5,58.57,35.17,33.33
2,9,40.18,44.47,39.92,116.33
30,30,25.22,51.5,25.22,51.5
25,3,19.75,96.1,40.41,49.95
33,4,6.9,79.91,26.19,50.5
42,7,15.4,44.19,4.88,114.85
4,25,26.19,50.5,19.75,96.1
32,1,1.29,103.86,34.49,69.17
25,32,19.75,96.1,1.29,103.86
24,27,48.03,106.95,23.5,58.57
29,14,14.62,121,33.37,44.37
11,27,41.68,44.8,23.5,58.57
20,4,42.79,74.58,26.19,50.5
18,29,51.17,71.34,14.62,121
33,34,6.9,79.91,38.6,68.79
3,2,40.41,49.95,40.18,44.47
24,24,48.03,106.95,48.03,106.95
16,21,35.68,139.68,33.8,35.52
41,34,21.01,105.8,38.6,68.79
25,42,19.75,96.1,15.4,44.19
37,24,39.91,32.79,48.03,106.95
10,31,35.17,33.33,24.58,46.71
36,29,-8.65,125.6,14.62,121
21,17,33.8,35.52,31.9,35.98
17,34,31.9,35.98,38.6,68.79
39,4,24.44,54.39,26.19,50.5
25,36,19.75,96.1,-8.65,125.6
33,28,6.9,79.91,33.7,73.01
25,20,19.75,96.1,42.79,74.58
15,19,31.23,34.78,29.31,47.96
13,41,-6.18,106.77,21.01,105.8
20,26,42.79,74.58,27.72,85.32
42,26,15.4,44.19,27.72,85.32
13,10,-6.18,106.77,35.17,33.33
39,37,24.44,54.39,39.91,32.79
34,10,38.6,68.79,35.17,33.33
8,42,11.56,104.9,15.4,44.19
40,17,41.24,69.3,31.9,35.98
8,8,11.56,104.9,11.56,104.9
35,29,13.72,100.58,14.62,121
23,6,4.14,73.46,27.48,89.54
4,38,26.19,50.5,37.92,58.41
31,23,24.58,46.71,4.14,73.46
38,28,37.92,58.41,33.7,73.01
20,14,42.79,74.58,33.37,44.37
23,37,4.14,73.46,39.91,32.79
37,36,39.91,32.79,-8.65,125.6
3,2,40.41,49.95,40.18,44.47
28,37,33.7,73.01,39.91,32.79
21,34,33.8,35.52,38.6,68.79
2,33,40.18,44.47,6.9,79.91
21,41,33.8,35.52,21.01,105.8
18,14,51.17,71.34,33.37,44.37
19,35,29.31,47.96,13.72,100.58
9,30,39.92,116.33,25.22,51.5
32,24,1.29,103.86,48.03,106.95
18,11,51.17,71.34,41.68,44.8
15,36,31.23,34.78,-8.65,125.6
12,4,28.66,77.13,26.19,50.5
37,30,39.91,32.79,25.22,51.5
22,15,3.07,101.66,31.23,34.78
23,11,4.14,73.46,41.68,44.8
3,37,40.41,49.95,39.91,32.79
28,30,33.7,73.01,25.22,51.5
41,22,21.01,105.8,3.07,101.66
22,5,3.07,101.66,23.8,90.44
22,19,3.07,101.66,29.31,47.96
35,8,13.72,100.58,11.56,104.9
29,43,14.62,121,#N/A,#N/A
2,27,40.18,44.47,23.5,58.57
34,24,38.6,68.79,48.03,106.95
19,40,29.31,47.96,41.24,69.3
29,6,14.62,121,27.48,89.54
32,34,1.29,103.86,38.6,68.79
21,32,33.8,35.52,1.29,103.86
24,21,48.03,106.95,33.8,35.52
34,24,38.6,68.79,48.03,106.95
34,31,38.6,68.79,24.58,46.71
41,26,21.01,105.8,27.72,85.32
3,34,40.41,49.95,38.6,68.79
33,43,6.9,79.91,#N/A,#N/A
33,18,6.9,79.91,51.17,71.34
27,36,23.5,58.57,-8.65,125.6
11,1,41.68,44.8,34.49,69.17
42,37,15.4,44.19,39.91,32.79
5,26,23.8,90.44,27.72,85.32
14,7,33.37,44.37,4.88,114.85
4,15,26.19,50.5,31.23,34.78
17,1,31.9,35.98,34.49,69.17
9,35,39.92,116.33,13.72,100.58
3,19,40.41,49.95,29.31,47.96
4,24,26.19,50.5,48.03,106.95
8,10,11.56,104.9,35.17,33.33
10,16,35.17,33.33,35.68,139.68
14,42,33.37,44.37,15.4,44.19
18,29,51.17,71.34,14.62,121
1,11,34.49,69.17,41.68,44.8
37,10,39.91,32.79,35.17,33.33
5,35,23.8,90.44,13.72,100.58
26,8,27.72,85.32,11.56,104.9
23,4,4.14,73.46,26.19,50.5
40,20,41.24,69.3,42.79,74.58
28,37,33.7,73.01,39.91,32.79
39,37,24.44,54.39,39.91,32.79
3,2,40.41,49.95,40.18,44.47
6,39,27.48,89.54,24.44,54.39
1,29,34.49,69.17,14.62,121
32,39,1.29,103.86,24.44,54.39
2,14,40.18,44.47,33.37,44.37
2,5,40.18,44.47,23.8,90.44
24,40,48.03,106.95,41.24,69.3
23,30,4.14,73.46,25.22,51.5
1,12,34.49,69.17,28.66,77.13
11,31,41.68,44.8,24.58,46.71
34,30,38.6,68.79,25.22,51.5
5,10,23.8,90.44,35.17,33.33
9,20,39.92,116.33,42.79,74.58
13,23,-6.18,106.77,4.14,73.46
41,43,21.01,105.8,#N/A,#N/A
35,35,13.72,100.58,13.72,100.58
20,36,42.79,74.58,-8.65,125.6
14,31,33.37,44.37,24.58,46.71
34,22,38.6,68.79,3.07,101.66
8,9,11.56,104.9,39.92,116.33
34,13,38.6,68.79,-6.18,106.77
11,24,41.68,44.8,48.03,106.95
39,16,24.44,54.39,35.68,139.68
6,22,27.48,89.54,3.07,101.66
6,42,27.48,89.54,15.4,44.19
41,39,21.01,105.8,24.44,54.39
8,6,11.56,104.9,27.48,89.54
18,13,51.17,71.34,-6.18,106.77
36,41,-8.65,125.6,21.01,105.8
37,7,39.91,32.79,4.88,114.85
3,10,40.41,49.95,35.17,33.33
41,38,21.01,105.8,37.92,58.41
6,21,27.48,89.54,33.8,35.52
14,31,33.37,44.37,24.58,46.71
19,37,29.31,47.96,39.91,32.79
37,41,39.91,32.79,21.01,105.8
1,23,34.49,69.17,4.14,73.46
14,17,33.37,44.37,31.9,35.98
39,38,24.44,54.39,37.92,58.41
19,22,29.31,47.96,3.07,101.66
30,12,25.22,51.5,28.66,77.13
21,14,33.8,35.52,33.37,44.37
3,8,40.41,49.95,11.56,104.9
33,5,6.9,79.91,23.8,90.44
36,9,-8.65,125.6,39.92,116.33
34,10,38.6,68.79,35.17,33.33
32,41,1.29,103.86,21.01,105.8
5,35,23.8,90.44,13.72,100.58
14,8,33.37,44.37,11.56,104.9
13,3,-6.18,106.77,40.41,49.95
19,17,29.31,47.96,31.9,35.98
25,14,19.75,96.1,33.37,44.37
2,30,40.18,44.47,25.22,51.5
33,20,6.9,79.91,42.79,74.58
39,33,24.44,54.39,6.9,79.91
24,41,48.03,106.95,21.01,105.8
28,26,33.7,73.01,27.72,85.32
4,31,26.19,50.5,24.58,46.71
10,6,35.17,33.33,27.48,89.54
4,2,26.19,50.5,40.18,44.47
19,24,29.31,47.96,48.03,106.95
31,37,24.58,46.71,39.91,32.79
33,7,6.9,79.91,4.88,114.85
20,18,42.79,74.58,51.17,71.34
17,39,31.9,35.98,24.44,54.39
28,9,33.7,73.01,39.92,116.33
10,41,35.17,33.33,21.01,105.8
21,11,33.8,35.52,41.68,44.8
7,8,4.88,114.85,11.56,104.9
18,35,51.17,71.34,13.72,100.58
13,25,-6.18,106.77,19.75,96.1
19,28,29.31,47.96,33.7,73.01
39,41,24.44,54.39,21.01,105.8
36,26,-8.65,125.6,27.72,85.32
25,27,19.75,96.1,23.5,58.57
1,9,34.49,69.17,39.92,116.33
35,22,13.72,100.58,3.07,101.66
8,22,11.56,104.9,3.07,101.66
39,37,24.44,54.39,39.91,32.79
24,33,48.03,106.95,6.9,79.91
21,18,33.8,35.52,51.17,71.34
27,12,23.5,58.57,28.66,77.13
19,38,29.31,47.96,37.92,58.41
20,15,42.79,74.58,31.23,34.78
8,39,11.56,104.9,24.44,54.39
3,1,40.41,49.95,34.49,69.17
32,26,1.29,103.86,27.72,85.32
1,42,34.49,69.17,15.4,44.19
37,11,39.91,32.79,41.68,44.8
38,33,37.92,58.41,6.9,79.91
21,25,33.8,35.52,19.75,96.1
39,3,24.44,54.39,40.41,49.95
5,37,23.8,90.44,39.91,32.79
30,38,25.22,51.5,37.92,58.41
23,22,4.14,73.46,3.07,101.66
32,18,1.29,103.86,51.17,71.34
8,21,11.56,104.9,33.8,35.52
33,36,6.9,79.91,-8.65,125.6
19,36,29.31,47.96,-8.65,125.6
40,37,41.24,69.3,39.91,32.79
18,10,51.17,71.34,35.17,33.33
33,13,6.9,79.91,-6.18,106.77
37,42,39.91,32.79,15.4,44.19
12,6,28.66,77.13,27.48,89.54
27,18,23.5,58.57,51.17,71.34
17,19,31.9,35.98,29.31,47.96
2,37,40.18,44.47,39.91,32.79
8,38,11.56,104.9,37.92,58.41
35,35,13.72,100.58,13.72,100.58
24,20,48.03,106.95,42.79,74.58
4,12,26.19,50.5,28.66,77.13
29,10,14.62,121,35.17,33.33
25,19,19.75,96.1,29.31,47.96
13,23,-6.18,106.77,4.14,73.46
24,14,48.03,106.95,33.37,44.37
35,23,13.72,100.58,4.14,73.46
32,8,1.29,103.86,11.56,104.9
7,35,4.88,114.85,13.72,100.58
42,15,15.4,44.19,31.23,34.78
24,41,48.03,106.95,21.01,105.8
23,36,4.14,73.46,-8.65,125.6
28,38,33.7,73.01,37.92,58.41
35,39,13.72,100.58,24.44,54.39
29,27,14.62,121,23.5,58.57
36,1,-8.65,125.6,34.49,69.17
18,40,51.17,71.34,41.24,69.3
39,11,24.44,54.39,41.68,44.8
36,28,-8.65,125.6,33.7,73.01
22,21,3.07,101.66,33.8,35.52
23,27,4.14,73.46,23.5,58.57
18,34,51.17,71.34,38.6,68.79
8,23,11.56,104.9,4.14,73.46
6,42,27.48,89.54,15.4,44.19
30,28,25.22,51.5,33.7,73.01
27,3,23.5,58.57,40.41,49.95
28,32,33.7,73.01,1.29,103.86
25,22,19.75,96.1,3.07,101.66
40,38,41.24,69.3,37.92,58.41
32,32,1.29,103.86,1.29,103.86
32,35,1.29,103.86,13.72,100.58
29,39,14.62,121,24.44,54.39
34,10,38.6,68.79,35.17,33.33
26,30,27.72,85.32,25.22,51.5
16,37,35.68,139.68,39.91,32.79
16,21,35.68,139.68,33.8,35.52
10,24,35.17,33.33,48.03,106.95
19,20,29.31,47.96,42.79,74.58
3,25,40.41,49.95,19.75,96.1
8,26,11.56,104.9,27.72,85.32
40,27,41.24,69.3,23.5,58.57
29,1,14.62,121,34.49,69.17
20,35,42.79,74.58,13.72,100.58
13,43,-6.18,106.77,#N/A,#N/A
23,7,4.14,73.46,4.88,114.85
28,15,33.7,73.01,31.23,34.78
34,41,38.6,68.79,21.01,105.8
21,9,33.8,35.52,39.92,116.33
16,21,35.68,139.68,33.8,35.52
37,16,39.91,32.79,35.68,139.68
41,14,21.01,105.8,33.37,44.37
20,3,42.79,74.58,40.41,49.95
32,40,1.29,103.86,41.24,69.3
23,39,4.14,73.46,24.44,54.39
19,10,29.31,47.96,35.17,33.33
39,43,24.44,54.39,#N/A,#N/A
28,15,33.7,73.01,31.23,34.78
11,34,41.68,44.8,38.6,68.79
36,33,-8.65,125.6,6.9,79.91
14,33,33.37,44.37,6.9,79.91
29,11,14.62,121,41.68,44.8
24,11,48.03,106.95,41.68,44.8
1,27,34.49,69.17,23.5,58.57
23,35,4.14,73.46,13.72,100.58
4,2,26.19,50.5,40.18,44.47
30,7,25.22,51.5,4.88,114.85
33,27,6.9,79.91,23.5,58.57
42,40,15.4,44.19,41.24,69.3
21,30,33.8,35.52,25.22,51.5
28,27,33.7,73.01,23.5,58.57
8,17,11.56,104.9,31.9,35.98
22,31,3.07,101.66,24.58,46.71
7,35,4.88,114.85,13.72,100.58
6,8,27.48,89.54,11.56,104.9
3,42,40.41,49.95,15.4,44.19
35,15,13.72,100.58,31.23,34.78
8,34,11.56,104.9,38.6,68.79
40,5,41.24,69.3,23.8,90.44
30,42,25.22,51.5,15.4,44.19
5,23,23.8,90.44,4.14,73.46
18,38,51.17,71.34,37.92,58.41
22,27,3.07,101.66,23.5,58.57
24,13,48.03,106.95,-6.18,106.77
10,33,35.17,33.33,6.9,79.91
7,8,4.88,114.85,11.56,104.9
19,14,29.31,47.96,33.37,44.37
19,27,29.31,47.96,23.5,58.57
42,34,15.4,44.19,38.6,68.79
2,17,40.18,44.47,31.9,35.98
2,9,40.18,44.47,39.92,116.33
26,27,27.72,85.32,23.5,58.57
9,43,39.92,116.33,#N/A,#N/A
5,25,23.8,90.44,19.75,96.1
18,4,51.17,71.34,26.19,50.5
16,24,35.68,139.68,48.03,106.95
26,23,27.72,85.32,4.14,73.46
3,39,40.41,49.95,24.44,54.39
36,27,-8.65,125.6,23.5,58.57
24,23,48.03,106.95,4.14,73.46
28,21,33.7,73.01,33.8,35.52
39,35,24.44,54.39,13.72,100.58
14,17,33.37,44.37,31.9,35.98
6,13,27.48,89.54,-6.18,106.77
23,36,4.14,73.46,-8.65,125.6
29,9,14.62,121,39.92,116.33
15,18,31.23,34.78,51.17,71.34
21,27,33.8,35.52,23.5,58.57
2,32,40.18,44.47,1.29,103.86
27,43,23.5,58.57,#N/A,#N/A
38,39,37.92,58.41,24.44,54.39
2,2,40.18,44.47,40.18,44.47
11,10,41.68,44.8,35.17,33.33
5,40,23.8,90.44,41.24,69.3
6,25,27.48,89.54,19.75,96.1
18,38,51.17,71.34,37.92,58.41
13,31,-6.18,106.77,24.58,46.71
28,7,33.7,73.01,4.88,114.85
7,19,4.88,114.85,29.31,47.96
3,9,40.41,49.95,39.92,116.33
9,36,39.92,116.33,-8.65,125.6
14,9,33.37,44.37,39.92,116.33
37,12,39.91,32.79,28.66,77.13
20,34,42.79,74.58,38.6,68.79
18,43,51.17,71.34,#N/A,#N/A
2,19,40.18,44.47,29.31,47.96
13,3,-6.18,106.77,40.41,49.95
10,35,35.17,33.33,13.72,100.58
4,14,26.19,50.5,33.37,44.37
17,9,31.9,35.98,39.92,116.33
22,10,3.07,101.66,35.17,33.33
24,29,48.03,106.95,14.62,121
4,15,26.19,50.5,31.23,34.78
15,41,31.23,34.78,21.01,105.8
41,30,21.01,105.8,25.22,51.5
34,16,38.6,68.79,35.68,139.68
11,21,41.68,44.8,33.8,35.52
13,29,-6.18,106.77,14.62,121
20,33,42.79,74.58,6.9,79.91
42,35,15.4,44.19,13.72,100.58
11,22,41.68,44.8,3.07,101.66
42,31,15.4,44.19,24.58,46.71
15,9,31.23,34.78,39.92,116.33
14,15,33.37,44.37,31.23,34.78
10,21,35.17,33.33,33.8,35.52
20,8,42.79,74.58,11.56,104.9
38,16,37.92,58.41,35.68,139.68
22,3,3.07,101.66,40.41,49.95
25,5,19.75,96.1,23.8,90.44
23,15,4.14,73.46,31.23,34.78
19,24,29.31,47.96,48.03,106.95
19,38,29.31,47.96,37.92,58.41
21,34,33.8,35.52,38.6,68.79
6,7,27.48,89.54,4.88,114.85
36,32,-8.65,125.6,1.29,103.86
19,11,29.31,47.96,41.68,44.8
31,35,24.58,46.71,13.72,100.58
4,32,26.19,50.5,1.29,103.86
6,5,27.48,89.54,23.8,90.44
2,11,40.18,44.47,41.68,44.8
15,26,31.23,34.78,27.72,85.32
41,14,21.01,105.8,33.37,44.37
21,7,33.8,35.52,4.88,114.85
22,28,3.07,101.66,33.7,73.01
9,27,39.92,116.33,23.5,58.57
28,2,33.7,73.01,40.18,44.47
3,26,40.41,49.95,27.72,85.32
10,32,35.17,33.33,1.29,103.86
34,20,38.6,68.79,42.79,74.58
5,24,23.8,90.44,48.03,106.95
8,31,11.56,104.9,24.58,46.71
42,41,15.4,44.19,21.01,105.8
8,41,11.56,104.9,21.01,105.8
12,27,28.66,77.13,23.5,58.57
10,43,35.17,33.33,#N/A,#N/A
27,26,23.5,58.57,27.72,85.32
37,22,39.91,32.79,3.07,101.66
4,23,26.19,50.5,4.14,73.46
42,37,15.4,44.19,39.91,32.79
32,17,1.29,103.86,31.9,35.98
34,40,38.6,68.79,41.24,69.3
3,22,40.41,49.95,3.07,101.66
20,31,42.79,74.58,24.58,46.71
9,2,39.92,116.33,40.18,44.47
33,33,6.9,79.91,6.9,79.91
1,15,34.49,69.17,31.23,34.78
3,37,40.41,49.95,39.91,32.79
6,9,27.48,89.54,39.92,116.33
26,21,27.72,85.32,33.8,35.52
8,17,11.56,104.9,31.9,35.98
33,41,6.9,79.91,21.01,105.8
1,24,34.49,69.17,48.03,106.95
8,34,11.56,104.9,38.6,68.79
10,8,35.17,33.33,11.56,104.9
11,2,41.68,44.8,40.18,44.47
23,7,4.14,73.46,4.88,114.85
16,23,35.68,139.68,4.14,73.46
11,28,41.68,44.8,33.7,73.01
32,32,1.29,103.86,1.29,103.86
29,35,14.62,121,13.72,100.58
17,18,31.9,35.98,51.17,71.34
42,15,15.4,44.19,31.23,34.78
38,27,37.92,58.41,23.5,58.57
7,15,4.88,114.85,31.23,34.78
37,31,39.91,32.79,24.58,46.71
34,23,38.6,68.79,4.14,73.46
32,10,1.29,103.86,35.17,33.33
26,29,27.72,85.32,14.62,121
13,41,-6.18,106.77,21.01,105.8
22,26,3.07,101.66,27.72,85.32
7,18,4.88,114.85,51.17,71.34
20,13,42.79,74.58,-6.18,106.77
22,6,3.07,101.66,27.48,89.54
25,13,19.75,96.1,-6.18,106.77
13,27,-6.18,106.77,23.5,58.57
28,5,33.7,73.01,23.8,90.44
2,7,40.18,44.47,4.88,114.85
34,23,38.6,68.79,4.14,73.46
16,28,35.68,139.68,33.7,73.01
16,23,35.68,139.68,4.14,73.46
1,31,34.49,69.17,24.58,46.71
40,38,41.24,69.3,37.92,58.41
1,12,34.49,69.17,28.66,77.13
19,13,29.31,47.96,-6.18,106.77
27,22,23.5,58.57,3.07,101.66
16,26,35.68,139.68,27.72,85.32
2,36,40.18,44.47,-8.65,125.6
41,34,21.01,105.8,38.6,68.79
41,17,21.01,105.8,31.9,35.98
18,37,51.17,71.34,39.91,32.79
30,11,25.22,51.5,41.68,44.8
39,23,24.44,54.39,4.14,73.46
12,11,28.66,77.13,41.68,44.8
40,25,41.24,69.3,19.75,96.1
3,32,40.41,49.95,1.29,103.86
13,27,-6.18,106.77,23.5,58.57
15,27,31.23,34.78,23.5,58.57
12,5,28.66,77.13,23.8,90.44
19,35,29.31,47.96,13.72,100.58
25,30,19.75,96.1,25.22,51.5
2,8,40.18,44.47,11.56,104.9
16,31,35.68,139.68,24.58,46.71
12,42,28.66,77.13,15.4,44.19
32,27,1.29,103.86,23.5,58.57
18,28,51.17,71.34,33.7,73.01
21,11,33.8,35.52,41.68,44.8
40,12,41.24,69.3,28.66,77.13
10,9,35.17,33.33,39.92,116.33
19,39,29.31,47.96,24.44,54.39
16,33,35.68,139.68,6.9,79.91
9,7,39.92,116.33,4.88,114.85
24,15,48.03,106.95,31.23,34.78
36,16,-8.65,125.6,35.68,139.68
35,8,13.72,100.58,11.56,104.9
26,32,27.72,85.32,1.29,103.86
4,27,26.19,50.5,23.5,58.57
16,20,35.68,139.68,42.79,74.58
21,27,33.8,35.52,23.5,58.57
15,34,31.23,34.78,38.6,68.79
34,2,38.6,68.79,40.18,44.47
29,29,14.62,121,14.62,121
21,3,33.8,35.52,40.41,49.95
29,16,14.62,121,35.68,139.68
23,27,4.14,73.46,23.5,58.57
9,26,39.92,116.33,27.72,85.32
14,42,33.37,44.37,15.4,44.19
36,2,-8.65,125.6,40.18,44.47
27,22,23.5,58.57,3.07,101.66
15,38,31.23,34.78,37.92,58.41
24,5,48.03,106.95,23.8,90.44
36,9,-8.65,125.6,39.92,116.33
18,31,51.17,71.34,24.58,46.71
19,14,29.31,47.96,33.37,44.37
20,4,42.79,74.58,26.19,50.5
7,33,4.88,114.85,6.9,79.91
1,24,34.49,69.17,48.03,106.95
20,14,42.79,74.58,33.37,44.37
6,18,27.48,89.54,51.17,71.34
4,38,26.19,50.5,37.92,58.41
21,13,33.8,35.52,-6.18,106.77
40,30,41.24,69.3,25.22,51.5
3,29,40.41,49.95,14.62,121
41,10,21.01,105.8,35.17,33.33
34,25,38.6,68.79,19.75,96.1
41,30,21.01,105.8,25.22,51.5
26,35,27.72,85.32,13.72,100.58
28,42,33.7,73.01,15.4,44.19
8,36,11.56,104.9,-8.65,125.6
20,9,42.79,74.58,39.92,116.33
36,37,-8.65,125.6,39.91,32.79
