"fixed acidity;""volatile acidity"";""citric acid"";""residual sugar"";""chlorides"";""free sulfur dioxide"";""total sulfur dioxide"";""density"";""pH"";""sulphates"";""alcohol"";""quality""",,
5.3;0.43;0.11;1.1;0.029;6;51;0.99076;3.51;0.48;11.2;4,0.336802242,3252
5.4;0.22;0.35;6.5;0.029;26;87;0.99092;3.29;0.44;12.5;7,0.336467695,3255
6.2;0.345;0.27;10.1;0.056;38;187;0.99486;3.31;0.56;10.6;5,0.30738252,3405
5.6;0.255;0.57;10.7;0.056;66;171;0.99464;3.25;0.61;10.4;7,0.043752497,4684
5.2;0.2;0.27;3.2;0.047;16;93;0.99235;3.44;0.53;10.1;7,0.219737663,3833
6.2;0.29;0.23;12.4;0.048;33;201;0.99612;3.11;0.56;9.9;6,0.445487331,2729
6.3;0.26;0.25;5.2;0.046;11;133;0.99202;2.97;0.68;11;6,0.189072575,3977
6;0.22;0.23;5;0.045;10;122;0.99261;2.94;0.63;10;6,0.440278519,2748
7.5;0.35;0.37;2.5;0.066;29;89;0.98964;3.14;0.42;12.7;6,0.534898042,2306
6.6;0.39;0.28;9.2;0.036;10;92;0.99206;3.07;0.35;12.1;6,0.799110991,948
6.3;0.23;0.33;6.9;0.052;23;118;0.9938;3.23;0.46;10.4;6,0.518441564,2403
6.3;0.22;0.3;2;0.05;23;120;0.99204;3.24;0.47;10.4;6,0.990987202,43
6.4;0.29;0.18;15;0.04;21;116;0.99736;3.14;0.5;9.2;5,0.59886004,1973
6.4;0.29;0.18;15;0.04;21;116;0.99736;3.14;0.5;9.2;5,0.063439426,4570
7.5;0.23;0.3;1.2;0.03;27;80;0.99192;3.05;0.68;10.5;5,0.936519523,296
6.4;0.29;0.18;15;0.04;21;116;0.99736;3.14;0.5;9.2;5,0.697099062,1477
5.7;0.28;0.36;1.8;0.041;38;90;0.99002;3.27;0.98;11.9;7,0.614573182,1883
6.5;0.26;0.24;10.8;0.042;47;130;0.996;3.08;0.4;10.1;6,0.305986388,3412
6.4;0.27;0.29;3.9;0.034;62;140;0.99237;3.1;0.59;11.1;6,0.30106551,3438
5.9;0.22;0.29;4.2;0.037;69;144;0.99214;3.13;0.74;10.8;7,0.843250147,725
6.8;0.26;0.26;2;0.019;23.5;72;0.99041;3.16;0.47;11.8;6,0.193462396,3947
7.6;0.36;0.48;13.5;0.038;44;116;0.9982;3.04;0.48;9.2;5,0.790189443,985
7.6;0.35;0.47;13.3;0.037;42;116;0.99822;3.04;0.5;9.2;5,0.053184428,4636
5.7;0.18;0.26;2.2;0.023;21;95;0.9893;3.07;0.54;12.3;6,0.694234181,1494
6.6;0.36;0.47;1.4;0.145;26;124;0.99274;3.09;0.56;10.1;6,0.260744866,3630
5.9;0.14;0.2;1.6;0.04;26;114;0.99105;3.25;0.45;11.4;6,0.31473197,3356
5.5;0.23;0.19;2.2;0.044;39;161;0.99209;3.19;0.43;10.4;6,0.289889485,3485
6.7;0.11;0.26;14.8;0.053;44;95;0.99676;3.2;0.35;9.8;6,0.538744409,2277
7;0.24;0.24;1.8;0.047;29;91;0.99251;3.3;0.43;9.9;6,0.085020231,4471
6.7;0.11;0.26;14.8;0.053;44;95;0.99676;3.2;0.35;9.8;6,0.684298792,1537
5.3;0.47;0.1;1.3;0.036;11;74;0.99082;3.48;0.54;11.2;4,0.142215687,4192
7.5;0.29;0.24;9.9;0.058;25;115;0.99567;3.15;0.46;10.9;5,0.168214699,4082
6;0.33;0.26;5.1;0.051;16;119;0.99416;3.15;0.41;9.2;5,0.026959567,4762
6;0.33;0.26;5.1;0.051;16;119;0.99416;3.15;0.41;9.2;5,0.810421202,899
5.8;0.32;0.23;1.5;0.033;39;121;0.9887;2.96;0.35;12;5,0.028271941,4754
5.8;0.3;0.23;1.5;0.034;37;121;0.98871;2.96;0.34;12.1;6,0.579092987,2070
3.8;0.31;0.02;11.1;0.036;20;114;0.99248;3.75;0.44;12.4;6,0.885777066,543
6.2;0.36;0.22;5.25;0.038;44;145;0.99184;3.22;0.4;11.2;6,0.554475962,2204
6;0.31;0.27;2.3;0.042;19;120;0.98952;3.32;0.41;12.7;7,0.196117337,3938
6.9;0.52;0.54;7.9;0.036;23;169;0.99267;3.26;0.47;12.2;6,0.965322472,166
7;0.55;0.05;8;0.036;19;164;0.99269;3.26;0.46;12.2;6,0.302545556,3429
5.8;0.2;0.16;1.4;0.042;44;99;0.98912;3.23;0.37;12.2;6,0.566440065,2143
6.2;0.36;0.22;5.25;0.038;44;145;0.99184;3.22;0.4;11.2;6,0.443042688,2738
6;0.31;0.27;2.3;0.042;19;120;0.98952;3.32;0.41;12.7;7,0.286444891,3507
6;0.29;0.27;2.3;0.044;20;117;0.9895;3.31;0.41;12.7;7,0.620231143,1851
5.7;0.22;0.29;3.5;0.04;27;146;0.98999;3.17;0.36;12.1;6,0.371705763,3086
7.1;0.46;0.23;13.7;0.045;44;192;0.9981;3.11;0.53;9.4;5,0.799687452,947
6.6;0.21;0.3;9.9;0.041;64;174;0.995;3.07;0.5;10.1;6,0.389688894,2997
6.9;0.42;0.2;15.4;0.043;57;201;0.99848;3.08;0.54;9.4;5,0.118949655,4301
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6,0.709875219,1401
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6,0.393847633,2979
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6,0.820243325,837
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6,0.457236623,2674
5.2;0.31;0.2;2.4;0.027;27;117;0.98886;3.56;0.45;13;7,0.297375857,3457
7.2;0.22;0.35;5.5;0.054;37;183;0.99474;3.08;0.5;10.3;5,0.117363372,4311
5.6;0.18;0.29;2.3;0.04;5;47;0.99126;3.07;0.45;10.1;4,0.914213601,401
6.2;0.24;0.27;16.8;0.04;48;129;0.99691;3.23;0.38;10.5;6,0.006181413,4867
5.7;0.22;0.2;16;0.044;41;113;0.99862;3.22;0.46;8.9;6,0.340082565,3237
5.7;0.26;0.24;17.8;0.059;23;124;0.99773;3.3;0.5;10.1;5,0.966331364,163
5.7;0.26;0.24;17.8;0.059;23;124;0.99773;3.3;0.5;10.1;5,0.117312108,4312
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6,0.563468449,2158
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6,0.548586173,2239
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6,0.993578349,31
6;0.2;0.26;6.8;0.049;22;93;0.9928;3.15;0.42;11;6,0.233200024,3764
7.6;0.28;0.17;1.6;0.046;28;117;0.99288;3.08;0.43;10;5,0.786599471,1004
7;0.2;0.33;4.7;0.03;25;76;0.99202;2.88;0.54;10.5;6,0.193862709,3946
6.6;0.26;0.27;11.8;0.048;28;112;0.99606;2.87;0.49;9.7;6,0.113290457,4340
5.7;0.26;0.24;17.8;0.059;23;124;0.99773;3.3;0.5;10.1;5,0.670434198,1606
7.2;0.21;0.36;15.7;0.045;68;183;0.99922;3.25;0.76;9.4;5,0.496484685,2504
6.9;0.22;0.32;5.8;0.041;20;119;0.99296;3.17;0.55;11.2;6,0.94383344,271
7.2;0.21;0.36;15.7;0.045;68;183;0.99922;3.25;0.76;9.4;5,0.618105561,1861
7.4;0.22;0.28;9;0.046;22;121;0.99468;3.1;0.55;10.8;5,0.416907394,2870
7.2;0.21;0.36;15.7;0.045;68;183;0.99922;3.25;0.76;9.4;5,0.672492383,1599
6.9;0.22;0.32;5.8;0.041;20;119;0.99296;3.17;0.55;11.2;6,0.79897387,950
7;0.2;0.35;8.8;0.037;31;103;0.99388;3.13;0.49;11;6,0.272157215,3581
5.6;0.26;0;10.2;0.038;13;111;0.99315;3.44;0.46;12.4;6,0.872589004,605
6.3;0.28;0.3;6.6;0.208;60;154;0.99478;3.1;0.4;9.4;6,0.858930734,664
6.4;0.29;0.3;6.5;0.209;62;156;0.99478;3.1;0.4;9.4;5,0.167015569,4084
7.2;0.34;0.23;8.9;0.105;22;155;0.99692;3.01;0.58;9.5;5,0.945814619,258
7.1;0.39;0.39;11.1;0.034;25;204;0.99616;3.05;0.52;10;6,0.495598267,2511
6.9;0.26;0.29;4.2;0.043;33;114;0.9902;3.16;0.31;12.5;6,0.499228173,2486
6.1;0.24;0.25;1.6;0.044;24;115;0.9921;3.39;0.59;10.9;6,0.29682328,3460
5.9;0.25;0.24;7.4;0.044;21;113;0.99462;3.38;0.58;10.5;6,0.275210191,3566
6.1;0.24;0.27;11.5;0.05;51;133;0.99476;3.22;0.37;10.8;6,0.31980171,3335
6.5;0.22;0.27;1.6;0.039;36;116;0.99178;3.38;0.57;11;7,0.489856872,2534
6.2;0.26;0.29;2;0.036;16;87;0.99081;3.33;0.61;11.8;6,0.74395655,1209
6.6;0.34;0.25;4.8;0.038;16;121;0.99198;3.36;0.71;12.6;6,0.519703238,2388
5.6;0.225;0.24;9.8;0.054;59;140;0.99545;3.17;0.39;10.2;6,0.988955378,58
7.1;0.23;0.28;1.9;0.046;33;103;0.98997;3.12;0.31;12;5,0.233156141,3765
6.9;0.26;0.29;4.2;0.043;33;114;0.9902;3.16;0.31;12.5;6,0.424461352,2831
6.4;0.27;0.3;1.6;0.04;19;86;0.99089;3.32;0.65;11.5;6,0.128612149,4253
6.3;0.41;0.22;7.3;0.035;23;117;0.99172;3.2;0.39;11.94;7,0.57236632,2112
6.7;0.41;0.24;5.4;0.035;33;115;0.9901;3.12;0.44;12.8933333333333;7,0.749008732,1185
7.2;0.585;0.2;10.4;0.086;17;94;0.99681;3.13;0.4;9.4;5,0.514784681,2424
6.7;0.34;0.26;1.9;0.038;58;138;0.9893;3;0.47;12.2;7,0.208970343,3875
6.3;0.41;0.22;7.3;0.035;23;117;0.99172;3.2;0.39;11.94;7,0.258731946,3641
6.7;0.41;0.24;5.4;0.035;33;115;0.9901;3.12;0.44;12.8933333333333;7,0.743174761,1214
6.4;0.26;0.35;7.7;0.056;45;191;0.99527;3.16;0.5;9.5;5,0.516989765,2410
6.3;0.28;0.22;11.5;0.036;27;150;0.99445;3;0.33;10.6;6,0.909824322,425
7.4;0.16;0.33;1.2;0.042;47;121;0.99198;3.04;0.68;10.5;7,0.820384495,836
8.4;0.27;0.3;2.2;0.037;36;129;0.99085;2.89;0.3;11.4666666666667;6,0.226681913,3797
5.9;0.2;0.28;1;0.043;45;100;0.99033;3.4;0.41;11.4;6,0.324202679,3311
6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5,0.947352014,248
7.4;0.38;0.34;8.3;0.052;44;168;0.99627;3.11;0.52;9.2;5,0.573149808,2110
6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5,0.942584025,273
6.4;0.42;0.19;9.3;0.043;28;145;0.99433;3.23;0.53;10.98;5,0.432756192,2788
6.4;0.23;0.26;8.1;0.054;47;181;0.9954;3.12;0.49;9.4;5,0.022616863,4783
6.4;0.24;0.26;8.2;0.054;47;182;0.99538;3.12;0.5;9.5;5,0.800078286,945
7.4;0.38;0.34;8.3;0.052;44;168;0.99627;3.11;0.52;9.2;5,0.561023973,2175
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.767959349,1082
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.000721286,4894
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.75397954,1167
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.540944271,2265
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.37987106,3047
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.23838368,3733
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.602748807,1946
6.8;0.24;0.29;2;0.044;15;96;0.99232;3.23;0.64;10.4;8,0.969129104,148
7.3;0.19;0.27;13.9;0.057;45;155;0.99807;2.94;0.41;8.8;8,0.854192102,686
7.4;0.27;0.52;15.7;0.054;36;139;0.99788;3.04;0.62;10.0333333333333;6,0.532810189,2315
5.7;0.28;0.35;1.2;0.052;39;141;0.99108;3.44;0.69;11.3;6,0.531287363,2328
5.8;0.22;0.25;1.5;0.024;21;109;0.99234;3.37;0.58;10.4;6,0.089254114,4454
6.7;0.27;0.69;1.2;0.176;36;106;0.99288;2.96;0.43;9.2;6,0.050277949,4652
7.1;0.2;0.35;3.2;0.034;21;107;0.99195;3.11;0.54;11.1;6,0.836707251,754
6.7;0.27;0.69;1.2;0.176;36;106;0.99288;2.96;0.43;9.2;6,0.290900829,3483
7.1;0.23;0.3;2.6;0.034;62;148;0.99121;3.03;0.56;11.3;7,0.875567098,592
7.6;0.31;0.52;13.2;0.042;61;148;0.99839;2.98;0.47;9.1;6,0.540607181,2268
7.2;0.34;0.28;10.4;0.108;43;187;0.99738;2.96;0.57;9.4;5,0.889281601,527
7;0.36;0.25;5.7;0.015;14;73;0.98963;2.82;0.59;13.2;6,0.161880585,4104
6.4;0.31;0.28;2.5;0.039;34;137;0.98946;3.22;0.38;12.7;6,0.613586054,1892
7.3;0.28;0.35;1.6;0.054;31;148;0.99178;3.18;0.47;10.7;5,0.276107913,3562
7.4;0.16;0.3;1.4;0.064;34;166;0.99136;3.11;0.42;11.4333333333333;6,0.066311772,4554
6.4;0.31;0.27;7.4;0.049;48;169;0.99323;3.27;0.45;11.1;6,0.313533371,3364
6.4;0.31;0.28;2.5;0.039;34;137;0.98946;3.22;0.38;12.7;6,0.642966819,1732
6.2;0.29;0.29;5.6;0.046;35;178;0.99313;3.25;0.51;10.5333333333333;5,0.808684873,906
5.9;0.28;0.34;3.6;0.04;50;194;0.9912;3.31;0.52;11.6;6,0.484218348,2560
6.5;0.23;0.2;7.5;0.05;44;179;0.99504;3.18;0.48;9.53333333333333;5,0.44594766,2725
7.2;0.34;0.2;5.8;0.062;52;203;0.99461;3.17;0.44;9.8;6,0.407204902,2916
7.3;0.28;0.35;1.6;0.054;31;148;0.99178;3.18;0.47;10.7;5,0.089846568,4453
6.5;0.2;0.33;1.5;0.039;36;110;0.99008;3.22;0.65;12;6,0.147651177,4173
6.2;0.24;0.27;2.9;0.039;30;123;0.98959;3.12;0.37;12.8;6,0.742083397,1223
7.1;0.31;0.25;11.2;0.048;32;136;0.99663;3.14;0.4;9.5;5,0.879275807,573
6.4;0.29;0.21;9.65;0.041;36;119;0.99334;2.99;0.34;10.9333333333333;6,0.208684574,3878
6.3;0.19;0.33;10.1;0.063;63;133;0.99561;2.86;0.41;9.1;5,0.397537588,2957
5.9;0.29;0.28;3.2;0.035;16;117;0.98959;3.26;0.42;12.6;6,0.03181886,4740
7.1;0.31;0.25;11.2;0.048;32;136;0.99663;3.14;0.4;9.5;5,0.97265334,131
6.5;0.3;0.28;11.45;0.041;29;109;0.99418;2.98;0.3;10.9;6,0.352434142,3175
6.4;0.29;0.21;9.65;0.041;36;119;0.99334;2.99;0.34;10.9333333333333;6,0.548071253,2242
6.5;0.22;0.19;4.5;0.096;16;115;0.9937;3.02;0.44;9.6;5,0.492017505,2525
7;0.23;0.28;2.7;0.053;16;92;0.99372;3.18;0.56;9.3;5,0.21514075,3852
7.1;0.23;0.23;3.5;0.038;23;112;0.99157;3.05;0.37;11.3666666666667;6,0.726500376,1312
6.1;0.26;0.28;1.7;0.043;24;98;0.98918;3.14;0.44;12.5;6,0.860457876,653
6.4;0.35;0.21;2.1;0.051;46;171;0.9932;3.16;0.5;9.5;5,0.657112826,1663
6;0.32;0.32;4.8;0.041;40;186;0.99235;3.22;0.54;11;6,0.331103062,3279
6.1;0.34;0.21;5;0.042;17;133;0.99373;3.02;0.53;9.4;5,0.986878993,64
6.5;0.13;0.27;2.6;0.035;32;76;0.9914;3.21;0.76;11.3333333333333;6,0.211478786,3867
6.5;0.315;0.2;6.6;0.041;9;126;0.99494;2.94;0.51;8.8;5,0.685328674,1533
6.1;0.34;0.21;5;0.042;17;133;0.99373;3.02;0.53;9.4;5,0.816626822,863
5.7;0.31;0.29;7.3;0.05;33;143;0.99332;3.31;0.5;11.0666666666667;6,0.672594229,1598
6.4;0.3;0.27;5;0.058;27;151;0.99198;3.22;0.49;12.2;6,0.246209957,3699
7;0.24;0.26;1.7;0.041;31;110;0.99142;3.2;0.53;11;6,0.365508431,3111
6.5;0.13;0.27;2.6;0.035;32;76;0.9914;3.21;0.76;11.3333333333333;6,0.129435282,4246
6.4;0.26;0.21;8.2;0.05;51;182;0.99542;3.23;0.48;9.5;5,0.08722924,4464
6.4;0.26;0.21;8.2;0.05;51;182;0.99542;3.23;0.48;9.5;5,0.953044667,217
6;0.27;0.31;5;0.043;54;170;0.9924;3.28;0.52;11;6,0.467376818,2637
7.1;0.21;0.33;1.2;0.039;34;97;0.99112;3.11;0.75;11.2;6,0.040116837,4707
6.7;0.26;0.29;7.1;0.036;28;100;0.99534;3.08;0.36;9.3;6,0.782683608,1023
6.3;0.28;0.22;9.5;0.04;30;111;0.99338;3.05;0.31;10.8;4,0.682475922,1542
6.2;0.25;0.44;15.8;0.057;39;167;0.99804;3.14;0.51;9.2;5,0.73780778,1253
7.3;0.22;0.37;15.5;0.048;70;203;0.99899;3.25;0.77;9.4;5,0.924676189,358
6.2;0.25;0.44;15.8;0.057;39;167;0.99804;3.14;0.51;9.2;5,0.848913688,704
6.4;0.18;0.28;17.05;0.047;53;139;0.99724;3.25;0.35;10.5;6,0.261248337,3623
6.3;0.2;0.26;12.7;0.046;60;143;0.99526;3.26;0.35;10.8;6,0.41523722,2880
6.6;0.24;0.22;12.3;0.051;35;146;0.99676;3.1;0.67;9.4;5,0.077212872,4494
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5,0.609638487,1908
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5,0.966899658,161
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5,0.299259769,3451
6.6;0.24;0.22;12.3;0.051;35;146;0.99676;3.1;0.67;9.4;5,0.17919009,4028
7.4;0.27;0.26;11.8;0.053;55;173;0.99699;3.11;0.6;9.8;5,0.333164618,3271
7.1;0.38;0.29;13.6;0.041;30;137;0.99461;3.02;0.96;12.1;6,0.762703762,1108
6.8;0.43;0.26;5.2;0.043;40;176;0.99116;3.17;0.41;12.3;6,0.249953096,3676
5.2;0.22;0.46;6.2;0.066;41;187;0.99362;3.19;0.42;9.73333333333333;5,0.01056647,4849
5.9;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5,0.477521851,2589
5.9;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5,0.927398621,343
6.3;0.29;0.29;3.3;0.037;32;140;0.9895;3.17;0.36;12.8;7,0.137988791,4207
6.3;0.19;0.32;2.8;0.046;18;80;0.99043;2.92;0.47;11.05;6,0.286866126,3502
5.7;0.29;0.16;7.9;0.044;48;197;0.99512;3.21;0.36;9.4;5,0.564859282,2153
6.3;0.29;0.29;3.3;0.037;32;140;0.9895;3.17;0.36;12.8;7,0.522030201,2377
5.7;0.24;0.47;6.3;0.069;35;182;0.99391;3.11;0.46;9.73333333333333;5,0.346476331,3201
5.8;0.3;0.38;4.9;0.039;22;86;0.98963;3.23;0.58;13.1;7,0.117623339,4309
7.1;0.27;0.27;10.4;0.041;26;114;0.99335;3.04;0.52;11.5;7,0.137522395,4213
5.8;0.3;0.38;4.9;0.039;22;86;0.98963;3.23;0.58;13.1;7,0.275719457,3565
7.1;0.27;0.27;10.4;0.041;26;114;0.99335;3.04;0.52;11.5;7,0.7826118,1025
6.3;0.305;0.22;16;0.061;26;141;0.99824;3.08;0.5;9.1;5,0.640012736,1752
5.7;0.24;0.47;6.3;0.069;35;182;0.99391;3.11;0.46;9.75;5,0.870862169,615
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6,0.55242502,2219
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6,0.834796867,761
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6,0.498437971,2494
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6,0.123704046,4279
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6,0.964422307,171
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6,0.617179589,1867
6.2;0.22;0.28;2.2;0.04;24;125;0.9917;3.19;0.48;10.5;6,0.26450621,3607
6.6;0.22;0.23;17.3;0.047;37;118;0.99906;3.08;0.46;8.8;6,0.141276194,4197
6.1;0.22;0.5;6.6;0.045;30;122;0.99415;3.22;0.49;9.9;6,0.790883393,981
6.2;0.21;0.52;6.5;0.047;28;123;0.99418;3.22;0.49;9.9;6,0.704596552,1431
6.3;0.32;0.26;12.3;0.044;24;205;0.99611;3.11;0.58;9.9;5,0.861921533,646
6.9;0.44;0.27;5;0.038;33;166;0.99124;3.2;0.42;12.2;6,0.261090763,3626
6.1;0.31;0.34;2.8;0.042;59.5;162;0.99179;3.27;0.47;10.8;6,0.690437873,1510
8.1;0.36;0.59;13.6;0.051;60;134;0.99886;2.96;0.39;8.7;5,0.014545081,4827
6.6;0.38;0.28;2.8;0.043;17;67;0.98924;3.21;0.47;13.2;6,0.588830033,2020
6.7;0.24;0.26;5.4;0.03;15;94;0.99045;3.15;0.38;12.7;6,0.597310916,1980
6.9;0.56;0.26;10.9;0.06;55;193;0.9969;3.21;0.44;9.4;5,0.512212288,2434
7.2;0.24;0.24;1.7;0.045;18;161;0.99196;3.25;0.53;11.2;6,0.429449441,2805
6.5;0.29;0.3;9.15;0.051;25;166;0.99339;3.24;0.56;11.3333333333333;6,0.201963271,3909
6.7;0.28;0.28;4.5;0.051;14;92;0.99224;3.36;0.58;11.9;6,0.17392341,4054
6.5;0.29;0.3;9.15;0.051;25;166;0.99339;3.24;0.56;11.35;6,0.153450104,4147
6.1;0.21;0.19;1.4;0.046;51;131;0.99184;3.22;0.39;10.5;5,0.304935426,3419
7.2;0.47;0.16;5.9;0.048;14;125;0.99428;3.09;0.49;9.8;5,0.165061808,4093
6.7;0.34;0.31;16.4;0.051;20;146;0.99834;3.06;0.54;9.1;5,0.070253922,4531
6.6;0.27;0.25;1.2;0.033;36;111;0.98918;3.16;0.37;12.4;6,0.863865063,642
6.7;0.34;0.31;16.4;0.051;20;146;0.99834;3.06;0.54;9.1;5,0.335553045,3259
7.2;0.47;0.16;5.9;0.048;14;125;0.99428;3.09;0.49;9.8;5,0.448438417,2712
5;0.35;0.25;7.8;0.031;24;116;0.99241;3.39;0.4;11.3;6,0.89749624,471
5;0.35;0.25;7.8;0.031;24;116;0.99241;3.39;0.4;11.3;6,0.144894242,4182
4.4;0.46;0.1;2.8;0.024;31;111;0.98816;3.48;0.34;13.1;6,0.072220032,4523
6.6;0.38;0.29;2.9;0.035;15;101;0.98916;3.04;0.37;12.5;6,0.61399068,1891
7.3;0.3;0.25;2.5;0.045;32;122;0.99329;3.18;0.54;10.3;5,0.533746041,2310
6.4;0.28;0.22;12.8;0.039;51;150;0.99535;3.23;0.43;10.7;6,0.818350639,855
6.9;0.29;0.25;12.2;0.04;29;136;0.99552;3.05;0.65;10.4;6,0.828618955,787
6.3;0.3;0.19;7.7;0.049;47;184;0.99514;3.22;0.48;9.5;5,0.104944155,4378
6.3;0.39;0.22;2.8;0.048;53;173;0.99304;3.24;0.45;9.8;5,0.832337817,774
6.6;0.38;0.29;2.9;0.035;15;101;0.98916;3.04;0.37;12.5;6,0.458769902,2671
6.6;0.18;0.26;17.3;0.051;17;149;0.9984;3;0.43;9.4;6,0.438360811,2761
6;0.28;0.29;19.3;0.051;36;174;0.99911;3.14;0.5;9;5,0.218674952,3837
6;0.28;0.29;19.3;0.051;36;174;0.99911;3.14;0.5;9;5,0.950063046,232
6;0.28;0.29;19.3;0.051;36;174;0.99911;3.14;0.5;9;5,0.293063437,3473
6.6;0.35;0.26;2.7;0.045;19;129;0.98952;3.24;0.48;13;7,0.302530709,3430
5.9;0.22;0.18;6.4;0.041;28;120;0.99403;3.27;0.5;9.9;5,0.31205735,3381
6.6;0.18;0.26;17.3;0.051;17;149;0.9984;3;0.43;9.4;6,0.88293135,552
7.7;0.28;0.24;2.4;0.044;29;157;0.99312;3.27;0.56;10.6;6,0.757295691,1143
7.1;0.42;0.2;2.8;0.038;28;109;0.98968;3.23;0.47;13.4;6,0.496860017,2500
6.7;0.32;0.32;1.7;0.031;31;114;0.98946;3.12;0.35;12.5;6,0.289339281,3489
6.6;0.26;0.56;15.4;0.053;32;141;0.9981;3.11;0.49;9.3;5,0.971380437,138
6.6;0.26;0.56;15.4;0.053;32;141;0.9981;3.11;0.49;9.3;5,0.300473062,3443
6.2;0.32;0.24;4.1;0.051;34;149;0.99306;3.36;0.52;11;5,0.515700693,2419
6.3;0.25;0.27;6.6;0.054;40;158;0.99378;3.2;0.48;10.3;5,0.263273349,3611
6.2;0.21;0.24;1.2;0.051;31;95;0.99036;3.24;0.57;11.3;6,0.20225918,3905
6.4;0.23;0.27;2.1;0.042;35;100;0.99094;3.03;0.63;10.9;6,0.116926022,4317
4.7;0.145;0.29;1;0.042;35;90;0.9908;3.76;0.49;11.3;6,0.267155392,3596
6.2;0.2;0.28;1.1;0.039;24;78;0.9899;3.36;0.47;12.1;6,0.054760609,4625
7;0.28;0.28;1.4;0.039;12;83;0.99173;3.18;0.65;11.1;5,0.471809221,2615
7.1;0.36;0.2;1.6;0.271;24;140;0.99356;3.11;0.63;9.8;5,0.606687131,1927
5.7;0.25;0.22;9.8;0.049;50;125;0.99571;3.2;0.45;10.1;6,0.004547603,4874
5.7;0.22;0.33;1.9;0.036;37;110;0.98945;3.26;0.58;12.4;6,0.525468263,2356
6;0.2;0.38;1.3;0.034;37;104;0.98865;3.11;0.52;12.7;6,0.62832946,1814
6.4;0.32;0.26;7.9;0.05;53;180;0.99514;3.14;0.5;9.6;5,0.858256493,668
6.4;0.32;0.26;7.9;0.05;53;180;0.99514;3.14;0.5;9.6;5,0.313118551,3370
6;0.555;0.26;4.5;0.053;17;126;0.9943;3.24;0.46;9.1;5,0.759507832,1129
5.9;0.22;0.45;22.6;0.12;55;122;0.99636;3.1;0.35;12.8;5,0.782750377,1021
6.4;0.32;0.26;7.9;0.05;53;180;0.99514;3.14;0.5;9.6;5,0.099866506,4405
6.2;0.3;0.33;3.5;0.037;37;155;0.98987;3.18;0.37;12.4;6,0.351109414,3181
5.8;0.28;0.18;1.2;0.058;7;108;0.99288;3.23;0.58;9.55;4,0.401117111,2942
5.8;0.555;0.26;4.5;0.053;17;126;0.9943;3.24;0.46;9.1;5,0.999599282,3
6.7;0.31;0.33;2;0.033;12;74;0.99064;3.29;0.65;12.5;6,0.640679065,1744
6.4;0.15;0.25;7.8;0.05;13;68;0.99394;3.16;0.4;9.9;6,0.602618356,1948
6.4;0.13;0.28;0.9;0.045;32;87;0.99175;3.47;0.52;11.2;6,0.336988332,3251
6.7;0.48;0.49;2.9;0.03;28;122;0.98926;3.13;0.4;13;6,0.739943217,1237
6.7;0.48;0.49;2.9;0.03;28;122;0.98926;3.13;0.4;13;6,0.471665434,2619
5.8;0.3;0.33;3.5;0.033;25;116;0.99057;3.2;0.44;11.7;6,0.732813916,1280
6.1;0.28;0.23;4.2;0.038;13;95;0.98898;2.97;0.7;13.1;6,0.32139293,3322
6;0.19;0.37;9.7;0.032;17;50;0.9932;3.08;0.66;12;6,0.947511523,247
